Nombre del producto,Descripcion,Categoria,Precio de lista,Precio con descuento,Link del producto,Stock,Sku (codigo de referencia)
Lavarropas Carga Frontal Drean 7Kg 900 RPM Next 7.09 ECO Blanco,"Dise&ntilde;o  El lavarropas Drean Next 7.09 Eco est&aacute; especialmente dise&ntilde;ado para mejorar toda la experiencia de lavado de ropa. Con una puerta de acceso frontal de tama&ntilde;o extra grande, colocar las prendas es muy f&aacute;cil. Gracias a la ubicaci&oacute;n de su panel de control en el frente superior, cambiar programas y velocidades es s&uacute;per sencillo.  Tecnolog&iacute;a  Gracias a un c&oacute;modo Display LCD Multifunci&oacute;n, es muy sencillo activar todas las funciones y programas. La pantalla indica en tiempo real el programa seleccionado y el avance del ciclo de cada etapa de lavado.  Capacidad y potencia  Su capacidad de lavado es de hasta 7 kilos y su potencia de centrifugado de 900 RPM (revoluciones por minuto). Hay que tener en cuenta que el peso se calcula en prendas secas, no mojadas. Por lo que, para una familia de 4 personas se recomienda una capacidad de 9 kilos, aproximadamente.  Funciones  El Drean viene con 29 combinaciones de lavado para todo tipo de telas. Adem&aacute;s, cuenta con funci&oacute;n antiarrugas; lavado r&aacute;pido y Hand Wash, que simula un lavado a mano cuidando especialmente la ropa con un sistema lento y suave. Por otro lado, tiene control de temperatura para no maltratar ninguna prenda.",/Electrodomésticos/LAVADO/LAVARROPAS/,105499.0,98999.0,https://www.hiperlibertad.com.ar/lavarropas-carga-frontal-drean-7kg-900-rpm-next-7-09-eco-blanco/p,3,462675
MINI MAGDALENAS 9 DE ORO 200Gr,MINI MAGDALENAS 9 DE ORO 200Gr,"/Almacén/Desayuno y Merienda/Bizcochuelos, budines y magdalenas/",271.49,206.1,https://www.hiperlibertad.com.ar/mini-magdalenas-9-de-oro-200gr/p,503,462312
GASEOSA PDT TÓNICA LATA 269 CC PDT T�NICA X  269 ML,PDT T�NICA LATA,/Bebidas/GASEOSAS/TÓNICAS/,85.49,85.49,https://www.hiperlibertad.com.ar/pdt-t-nica-lata/p,266,462296
GALLETA OKEBON AV PASAS 232GR GALLETA OKEBON AVENA PASAS 232 GR,GALLETA OKEBON AV PASAS 232GR,/Almacén/Desayuno y Merienda/Galletitas dulces/,201.49,201.49,https://www.hiperlibertad.com.ar/galleta-okebon-av-pasas-232gr/p,4,460395
GALLETAS OKEBON AVENA Y GRANOLA X 236 Gr,GALLETAS OKEBON AVENA Y GRANOLA X 236 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,201.49,201.49,https://www.hiperlibertad.com.ar/galletas-okebon-avena-y-granola-x-236-gr/p,15,460393
GALLETA GIRO TONDO OKEBON VAINILLA CHIP X 229 GR,GALLETA GIRO TONDO OKEBON VAINILLA CHIP X 229 GR,/Almacén/Desayuno y Merienda/Galletitas dulces/,152.99,152.99,https://www.hiperlibertad.com.ar/galleta-giro-tondo-okebon-vainilla-chip-x-229-gr/p,267,460386
MAGDALENAS DON SATUR RELLENAS DDL,MAGDALENAS DON SATUR RELLENAS DDL,"/Almacén/Desayuno y Merienda/Bizcochuelos, budines y magdalenas/",264.99,264.99,https://www.hiperlibertad.com.ar/magdalenas-don-satur-rellenas-ddl/p,383,460348
Cerveza Imperial Golden Lata 473 mL,Cerveza Imperial Golden Lata 473 mL,/Bebidas/CERVEZAS/RUBIA/,220.49,220.49,https://www.hiperlibertad.com.ar/cerveza-imperial-golden-lata-473-ml/p,1481,460340
HUEVOS BLANCO X 30,HUEVOS BLANCO X 30,/Frutas y Verduras/Huevos/,837.49,837.49,https://www.hiperlibertad.com.ar/huevos-blanco-x-30/p,15,460076
HUEVOS GALLINA BLANCO  X 12u,HUEVOS GALLINA BLANCO  X 12u,/Frutas y Verduras/Huevos/,380.99,380.99,https://www.hiperlibertad.com.ar/huevos-gallina-blanco-x-12u/p,112,460075
HUEVOS GALLINA COLOR X 12u,HUEVOS GALLINA COLOR X 12u,/Frutas y Verduras/Huevos/,399.49,399.49,https://www.hiperlibertad.com.ar/huevos-gallina-color-x-12u/p,102,460071
ESPONJA PLATEADA MORTIMER ESPONJA MORTIMER ACERO INXOXIDABLE X 1 U,ESPONJA PLATEADA MORTIMER,/Limpieza/Accesorios de Limpieza/Esponjas y Guantes/,75.49,75.49,https://www.hiperlibertad.com.ar/esponja-plateada-mortimer/p,1126,459907
Manteca Multivitaminas La Serenísima 200gr,"Manteca calidad extra. Libre de gluten. Fuente de vitaminas A, D y E.",/Lácteos/Mantecas y Margarinas/Mantecas/,429.99,429.99,https://www.hiperlibertad.com.ar/manteca-multivitaminas-la-serenisima-200gr/p,223,459664
LAVANDINA CONCENTRADA ORIG X1L. LAVANDINA GIGANTE CONCENTRADA ORIGINAL X 1 L,LAVANDINA CONCENTRADA ORIG X1L.,/Limpieza/Lavandina/Lavandina Líquida/,146.99,146.99,https://www.hiperlibertad.com.ar/lavandina-concentrada-orig-x1l/p,135,459630
Crema dental ORAL B  extra blanco x 70gr,CR DEN ORALB EXTRA BLANCO X70G,/Perfumería/Cuidado Oral/Pastas Dentales/,203.99,203.99,https://www.hiperlibertad.com.ar/crema-dental-oral-b-extra-blanco-x-70gr/p,17,459348
LENTEJAS GRANERO X 400GR,LENTEJAS  GRANERO X 400GR,/Almacén/Arroz y Legumbres/Legumbres/,239.99,239.99,https://www.hiperlibertad.com.ar/lentejas-granero-x-400gr/p,52,459105
TOSTADAS BONAFIDE DULCES  200 GR,TOSTADAS DULCES BONAFIDE X 200,/Almacén/Panificados/Tostadas y Grisines/,204.99,204.99,https://www.hiperlibertad.com.ar/tostadas-bonafide-dulces-200-gr/p,19,459051
TOSTADAS BONAFIDE  LIGHT  200 GR,TOSTADAS LIGHT BONADIDE X 200,/Almacén/Panificados/Tostadas y Grisines/,211.99,211.99,https://www.hiperlibertad.com.ar/tostadas-bonafide-light-200-gr/p,144,459049
YERBA CRUZ DE MALTA SELECCIÓN X 1KG,YERBA CRUZ DE MALTA SELECCIÓN X 1KG,/Almacén/Desayuno y Merienda/Yerbas/,715.49,715.49,https://www.hiperlibertad.com.ar/yerba-cruz-de-malta-seleccion-x-1kg/p,115,458957
Galletitas GALLO Chips Sabor Queso x 50 g GALL SNACKS GALLO QUESO 50GR.-,Galletitas GALLO Chips Sabor Queso x 50 g,/Almacén/Desayuno y Merienda/Galletitas saladas/,134.99,134.99,https://www.hiperlibertad.com.ar/galletitas-gallo-chips-sabor-queso-x-50-g/p,1448,458726
QUITAMANCHAS AYUDÍN COLOR DP 650ML,QUITAMANCHAS AYUDÍN COLOR DP 650ML,/Limpieza/Cuidado de la Ropa/Quitamanchas/,270.49,270.49,https://www.hiperlibertad.com.ar/quitamanchas-ayudin-color-dp-650ml/p,160,458079
HARINA MOL.CHACABUCO 000 X1KG,HARINA MOL.CHACABUCO 000 X1KG,/Almacén/Harinas/Harinas Comunes y Leudantes/,91.09,91.09,https://www.hiperlibertad.com.ar/harina-mol-chacabuco-000-x1kg/p,3719,458012
STEVIA KONNY LÍQUIDA 200ML,STEVIA KONNY LÍQUIDA 200ML,/Almacén/Desayuno y Merienda/Azucar y Edulcorantes/,381.99,381.99,https://www.hiperlibertad.com.ar/stevia-konny-liquida-200ml/p,184,457913
MANI KING SAL DOY PACKX500GRS,MANI KING SAL DOY PACKX500GRS,/Almacén/Snacks/Maní/,405.49,405.49,https://www.hiperlibertad.com.ar/mani-king-sal-doy-packx500grs/p,104,456851
SMART TV AOC 50 PULGADAS 4K 50U6295/77G,Smart TV Full HD WiFi integrado | 2 puertos USB con reproduccion multimedia | 3 entradas HDMI | Incluye sintonizador de TV Digital Abierta e interactividad con Ginga.ar | Origen: Argentina Caracter&iacute;sticas  Alto: 56.6 / 60.9 cm Ancho: 97.1 cm Origen: ARGENTINA Peso: 6.9kg Base giratoria: NO DLNA: NO Entradas de PC: NO Formato de pantalla: FHD Frecuencia de barrido: 60 Funcion Sleep: SI HDMI: SI Potencia RMS: 16 resoluci&oacute;n: 1920X1080 Salidas de audio: SI Sintonizador TDA: SI Tama&ntilde;o de pantalla: 43 Tipo de sonido: DOLBY DIGITAL USB: SI Tecnolog&iacute;a: SMART TV  &nbsp;,/Tecnología/TV Y VIDEO/TV LED Y SMART TV/,110399.0,89999.0,https://www.hiperlibertad.com.ar/smart-tv-aoc-50-pulgadas-4k-50u6295-77g/p,12,456341
Arándano Orgánico Taeq 125 G,Arándano Orgánico Taeq 125 G,/Frutas y Verduras/Frutas/Frutas empaquetadas/,249.0,249.0,https://www.hiperlibertad.com.ar/arandano-organico-taeq-125-g/p,141,455614
Stevia Tuy polvo 50 u. TUY STEVIA POLVO 50U,Stevia Tuy polvo 50 u.,/Almacén/Desayuno y Merienda/Azucar y Edulcorantes/,205.49,205.49,https://www.hiperlibertad.com.ar/stevia-tuy-polvo-50-u/p,95,455582
SEMILLAS DE GIRASOL PIPAS CON SAL X 25 Gr,SEMILLAS DE GIRASOL PIPAS CON SAL X 25 Gr,/Almacén/Golosinas y Chocolates/Caramelos y Chicles/,35.99,35.99,https://www.hiperlibertad.com.ar/semillas-de-girasol-pipas-con-sal-x-25-gr/p,2216,455396
Arroz Preparado Queso Gallo X240GR,Arroz Preparado Queso Gallo X240GR,/Almacén/Arroz y Legumbres/Arroz Listo/,228.99,155.0,https://www.hiperlibertad.com.ar/arroz-preparado-queso-gallo-x240gr/p,313,455211
Aceto Balsámico Monterrey 250 CC,Aceto Balsámico Monterrey 250 CC,/Almacén/Aceites y Vinagres/Acetos/,132.2,132.2,https://www.hiperlibertad.com.ar/aceto-bals-mico-monterrey-250-cc/p,77,454672
Salchicha Swift Kids x 6 un SALCHICHA KIDS X 6,Salchicha Swift Kids x 6 un,/QUESOS Y FIAMBRES/Salchichas/,148.49,148.49,https://www.hiperlibertad.com.ar/salchicha-swift-kids-x-6-un/p,28,454600
Yogur Entero Batido De Frutilla Ilolay X 2 Unidades 120Gr,Yogur Entero Batido De Frutilla Ilolay X 2 Unidades 120Gr,/Lácteos/Yogures/Firmes/,104.99,104.99,https://www.hiperlibertad.com.ar/yogur-entero-batido-de-frutilla-ilolay-x-2-unidades-120gr/p,21,454522
Galletitas dulces Cachafaz miel y avena orgánicas 170 Gr,Galletitas dulces Cachafaz miel y avena orgánicas 170 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,188.99,188.99,https://www.hiperlibertad.com.ar/galletitas-dulces-cachafaz-miel-y-avena-organicas-170-gr/p,1,452826
Cerveza Rubia Budweiser Descartable 710 cc,Cerveza Rubia Budweiser Descartable 710 cc,/Bebidas/CERVEZAS/RUBIA/,303.99,303.99,https://www.hiperlibertad.com.ar/cerveza-rubia-budweiser-descartable-710-cc/p,380,451749
GALLETAS PAMELA MINI CHOCOLATE X 180 Gr,GALLETAS PAMELA MINI CHOCOLATE X 180 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,158.49,158.49,https://www.hiperlibertad.com.ar/galletas-pamela-mini-chocolate-x-180-gr/p,40,451248
OREO BA?ADAS CHOCO 119G OREO BA�ADAS CHOCO 119G,Galletitas dulces Oreo bañadas chocolate neGro 119 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,457.49,457.49,https://www.hiperlibertad.com.ar/galletitas-dulces-oreo-banadas-chocolate-negro-119-gr/p,73,450792
BIZCOCHO ROYAL VAINILLA 500G,BIZCOCHO ROYAL VAINILLA 500G,/Almacén/Para preparar/Bizcochuelos y Tortas/,286.99,271.49,https://www.hiperlibertad.com.ar/bizcocho-royal-vainilla-500g/p,85,450623
CONDIMENTO.P/ARROZ.LA CAMPAX25,CONDIMENTO.P/ARROZ.LA CAMPAX25,"/Almacén/Sal, Pimienta y Especias/Hierbas y Especias/",98.99,98.99,https://www.hiperlibertad.com.ar/condimento-para-arroz-la-campagnola-x-25-gr/p,14,450553
COMINO.LA CAMPAGNOLAX25G,COMINO.LA CAMPAGNOLAX25G,"/Almacén/Sal, Pimienta y Especias/Hierbas y Especias/",106.49,106.49,https://www.hiperlibertad.com.ar/comino-molido-la-campagnola-x-25-gr/p,25,450552
VINAGRE MANZANA ALCAZAR X 500ML,VINAGRE MANZANA ALCAZAR X 500ML,/Almacén/Aceites y Vinagres/Vinagres/,126.99,126.99,https://www.hiperlibertad.com.ar/vinagre-manzana-alcazar-x-500ml/p,28,450242
MILANESAS DE SOJA GRANJA DEL SOL RELLENAS DE CALABAZA Y QUESO X 380 Gr,MILANESAS DE SOJA GRANJA DEL SOL RELLENAS DE CALABAZA Y QUESO X 380 Gr,/CONGELADOS/Hamburguesas y milanesas/,500.49,500.49,https://www.hiperlibertad.com.ar/milanesas-de-soja-granja-del-sol-rellenas-de-calabaza-y-queso-x-380-gr/p,64,448444
Sal Celusal Entrefina X500Gr,Sal Celusal Entrefina X500Gr,"/Almacén/Sal, Pimienta y Especias/Sal/",96.49,96.49,https://www.hiperlibertad.com.ar/sal-celusal-entrefina-x500gr/p,1,448257
"Oblea Milka Bis Oreo 105 Gr MILKA BIS OREO 105,6G",Oblea Milka Bis Oreo 105 Gr,/Almacén/Golosinas y Chocolates/Chocolates/,300.99,300.99,https://www.hiperlibertad.com.ar/oblea-milka-bis-oreo-105-gr/p,283,448194
"Gaseosa Lima Limon Light Cunnington 2,25 lt","Gaseosa Lima Limon Light Cunnington 2,25 lt",/Bebidas/GASEOSAS/LIMÓN/,149.49,149.49,https://www.hiperlibertad.com.ar/gaseosa-lima-limon-light-cunnington-2-25-lt/p,18,447745
TOALLAS FEMENINAS DONCELLA TANGA X 8 U,TOALLAS FEMENINAS DONCELLA TANGA X 8 U,/Perfumería/Protección Femenina/Toallitas/,72.96,72.96,https://www.hiperlibertad.com.ar/toallas-femeninas-doncella-tanga-x-8-u/p,64,447580
Suavizante Concentrado Hipoalergenico Downy 500 ml,Suavizante Concentrado Hipoalergenico Downy 500 ml,/Limpieza/Cuidado de la Ropa/Suavizantes/,540.99,512.49,https://www.hiperlibertad.com.ar/suavizante-concentrado-hipoalergenico-downy-500-ml/p,148,446981
Medallones de Pollo Lucchetti Cong 280 grs MEDALLONES DE POLLO LUCCHETTI.-,Medallones de Pollo Lucchetti Cong 280 grs,/CONGELADOS/Prefritos congelados/,479.99,479.99,https://www.hiperlibertad.com.ar/medallones-de-pollo-lucchetti-cong-280-grs/p,142,445762
CAJA PARA ALIMENTOS PRACTI HOGAR LINEA 1 1450 CC X 1 U,CAJA PARA ALIMENTOS PRACTI HOGAR LINEA 1 1450 CC X 1 U,/Hogar/COCINA Y COMEDOR/HERMETICOS Y FRASCOS/,569.0,569.0,https://www.hiperlibertad.com.ar/caja-para-alimentos-practi-hogar-linea-1-1450-cc-x-1-u/p,716,445702
GASEOSA SEVEN UP X 500 ML,GASEOSA SEVEN UP X 500 ML,/Bebidas/GASEOSAS/LIMÓN/,118.49,118.49,https://www.hiperlibertad.com.ar/gaseosa-seven-up-x-500-ml/p,208,445596
EDULCORANTE LEDESMA X 200 SOBRECITOS,EDULCORANTE LEDESMA X 200 SOB,/Almacén/Desayuno y Merienda/Azucar y Edulcorantes/,689.49,526.5,https://www.hiperlibertad.com.ar/edulcorante-ledesma-x-200-sobres/p,111,445226
Gaseosa 7 Up Lima Limón 1.5 lt,Gaseosa 7 Up Lima Limón 1.5 lt,/Bebidas/GASEOSAS/LIMÓN/,172.49,172.49,https://www.hiperlibertad.com.ar/gaseosa-7-up-lima-limon-1-5-lt/p,137,444444
Gaseosa 7 Up Lima Limón 2.25 lt,Gaseosa 7 Up Lima Limón 2.25 lt,/Bebidas/GASEOSAS/LIMÓN/,326.49,219.59,https://www.hiperlibertad.com.ar/gaseosa-7-up-lima-lim-n-2-25-lt/p,353,444443
Cerveza Patagonia 24.7 730ml,"Cerveza rubia amarga, de un color dorado ayudado por el sauco es, como toda session beer, una cerveza de menor contenido alcohólico. Conservando un intenso aroma a lúpulo gracias a su técnica de Dry Hopping, combina una entrada cargada de amargor y un dejo dulce en el final a partir del sauco añadido en frío.",/Bebidas/CERVEZAS/IPA/,457.49,457.49,https://www.hiperlibertad.com.ar/cerveza-patagonia-24-7-730ml/p,360,444154
Cerveza Patagonia Weisse 730Cc,"Patagonia Weisse es una cerveza que combina trigo y lúpulo patagónico dando origen a una cerveza de color dorado suave, levemente opaco. Las notas cítricas la hacen muy refrescante y el perfecto maridaje para comidas especiadas o picantes",/Bebidas/CERVEZAS/RUBIA/,457.49,457.49,https://www.hiperlibertad.com.ar/cerveza-patagonia-weisse-730cc/p,112,444131
Amargo Terma Citrus 1.75 lt,Amargo Terma Citrus 1.75 lt,/Bebidas/APERITIVOS/SIN ALCOHOL/,300.49,300.49,https://www.hiperlibertad.com.ar/amargo-terma-citrus-1-75-lt/p,65,443437
Bebida Energizante Monster Energy 473 Ml,Bebida Energizante Monster Energy 473 Ml,/Bebidas/Isotónicas y Energizantes/Energizantes/,249.99,249.99,https://www.hiperlibertad.com.ar/bebida-energizante-monster-energy-473-ml/p,1058,441428
Mini Flora membrillo 70 Gr,Mini Flora membrillo 70 Gr,/Almacén/Desayuno y Merienda/Galletitas dulces/,107.99,107.99,https://www.hiperlibertad.com.ar/mini-flora-membrillo-70-gr/p,29,440919
Desodorante Aerosol Rexona Clinical Classic 110 ML,"El desodorante antitranspirante Rexona Clinical Women en aerosol, brinda 3 veces mayor protección contra el sudor que un antitranspirante común. Su exclusiva tecnología forma un micro escudo de protección que dura por 96 horas. Está especialmente diseñado para aquellas personas que necesitan máxima protección contra la transpiración y el mal olor.
Posee una exclusiva combinación de ingredientes que forma una barrera contra el sudor mucho más potente que un antitranspirante común, y por eso es más efectiva.
Además, posee protección extra contra el mal olor activada por el movimiento, gracias a la tecnología MotionSense. 
Especialmente formulado para ofrecerte una máxima protección cuando más la necesitas, lo cual, algunas veces, es todos los días. Este antitranspirante con fuerza Clínical crea una barrera impenetrable contra la transpiración para una sensación extremadamente limpia, sin importar lo que suceda. Nosotros te protegemos totalmente.
Para un rendimiento óptimo sugerimos aplicar el producto de noche, ya que le permite formar un mayor nivel de protección cuando tu cuerpo descansa. Aplicar una vez al día, no necesita reaplicar. Agitar antes de usar y aplicar a no menos de 15 cm de la piel.

Probá toda la línea de productos Rexona, desde antitranspirantes en aerosol o roll-on hasta el Jabón en Barra. Entérate más en nuestra web www.rexona.com.",/Perfumería/Cuidado Personal/Desodorantes de Hombre/,467.99,236.69,https://www.hiperlibertad.com.ar/desodorante-aerosol-rexona-clinical-classic-110-ml/p,252,440783
Desodorante Antitranspirante REXONA MEN en Aerosol 110 ml,"La innovadora tecnología de Rexona genera máxima protección gracias a que forma una capa protectora profunda sobre las glándulas sudoríparas, ayudando a sudar menos. Nuestro Desodorante Antitranspirante  Rexona Clinical MEN en aerosol brinda tres veces mayor protección contra el sudor que un antitranspirante común.  La fuerza Clinical crea una barrera impenetrable contra la transpiración que te protege hasta por 96 horas. Está especialmente diseñado para aquellas personas que necesitan máxima protección contra la transpiración y el mal olor. Su tecnología responde a la química de tu cuerpo y te brinda máxima protección durante todo el día siguiente, incluso después de ducharte, su agradable fragancia sofisticada y estimulante, te ayudan a evitar el olor de tus axilas. La máxima protección de Rexona disponible en el mercado. Rexona Clinical MEN está científicamente comprobado y diseñado para combatir la transpiración intensa.
 Para un rendimiento óptimo sugerimos aplicar el producto de noche, ya que le permite formar un mayor nivel de protección cuando tu cuerpo descansa. Aplicar una vez al día, no necesita reaplicar.
Modo de uso: Agitar antes de usar. Aplicar a no menos de 15 cm de la piel.
 Los desodorantes de Rexona vienen en cuatro formatos: aerosol, barra, bolilla y crema. Los aerosoles se secan rápidamente, y esto los hace convenientes y muy prácticos. Los antitranspirantes en barra vienen en un bloque sólido de producto y son los que más alcance de aplicación tienen; por eso, son muy buenos para la transpiración. El formato bolilla es fácil de usar y, además, preciso. Las cremas, por su parte, permiten medir la aplicación del producto de modo exacto, mientras humectan la piel y la protegen del sudor. Nada te protege mejor cuando te movés. Rexona, no te abandona.",/Perfumería/Cuidado Personal/Desodorantes de Hombre/,451.99,260.09,https://www.hiperlibertad.com.ar/desodorante-antitranspirante-rexona-men-en-aerosol-110-ml-2/p,786,440782
Cereal Chocolate Zucaritas Kelloggs 270 Gr,Cereal Chocolate Zucaritas Kelloggs 270 Gr,/Almacén/Desayuno y Merienda/Cereales/,258.99,258.99,https://www.hiperlibertad.com.ar/cereal-chocolate-zucaritas-kelloggs-270-gr/p,133,440169
RAVIOLES YULI ESPINACA Y QUESO 500GR,RAVIOLES YULI ESPINACA Y QUESO 500GR,/PASTAS FRESCAS Y TAPAS/Pastas Rellenas/,299.99,299.99,https://www.hiperlibertad.com.ar/ravioles-yuli-espinaca-y-queso-500gr/p,8,439827
Gaseosa Coca-Cola Sin Azúcar 220 Ml,"Nada supera el sabor de una Coca-Cola. Diseñado para acompañar cada momento, el sabor de la Coca-Cola es un clásico que perdura desde hace más de 130 años. Tan rica, que es muy difícil diferenciarla de la original.",/Bebidas/GASEOSAS/COLA/,84.99,84.99,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sin-az-car-220-ml/p,461,439466
Gaseosa Coca-Cola Sabor Original 220 Ml,Gaseosa Coca Cola 220 Cc,/Bebidas/GASEOSAS/COLA/,84.99,84.99,https://www.hiperlibertad.com.ar/gaseosa-coca-cola-sabor-original-220-ml/p,189,439465
Leche Ultra Descremada 1% La Serenisima Sachet 1L,Leche Ultra Descremada 1% La Serenisima Sachet 1L,/Lácteos/Leches/Refrigeradas/,152.99,152.99,https://www.hiperlibertad.com.ar/leche-ultra-descremada-1-la-serenisima-sachet-1l-2/p,84,439402
Leche Ultra Descremada 0% La Serenisima Sachet 1L,Leche Ultra Descremada 0% La Serenisima Sachet 1L,/Lácteos/Leches/Refrigeradas/,219.99,219.99,https://www.hiperlibertad.com.ar/leche-ultra-descremada-0-la-serenisima-sachet-1l/p,51,439401
Rapiditas Clasicas Bimbo x 10 un - 330 Gr,Rapiditas Clasicas Bimbo x 10 un - 330 Gr,/Almacén/Panificados/Pan Lactal/,296.49,296.49,https://www.hiperlibertad.com.ar/rapiditas-clasicas-bimbo-x-10-un-330-gr/p,562,438841
Rapiditas Light Bimbo x 10 un - 330 Gr,Rapiditas Light Bimbo x 10 un - 330 Gr,/Almacén/Panificados/Pan Lactal/,294.99,294.99,https://www.hiperlibertad.com.ar/rapiditas-light-bimbo-x-10-un-330-gr/p,151,438840
Cerveza Imperial Ipa Lata 473 mL,C IMPERIAL IPA L 473 CC,/Bebidas/CERVEZAS/RUBIA/,258.49,258.49,https://www.hiperlibertad.com.ar/cerveza-imperial-ipa-lata-473-ml/p,393,438282
TAPAS EMPANADAS LA SALTEÑA CRIOLLAS X 22U,TAPAS EMPANADAS LA SALTEÑA CRIOLLAS X 22U,/PASTAS FRESCAS Y TAPAS/Tapas/,359.99,359.99,https://www.hiperlibertad.com.ar/tapas-empanadas-la-saltena-criollas-x-22u/p,34,437846
TAPAS EMPANADAS LA SALTEÑA HOJALDRE X 22U,TAPAS EMPANADAS LA SALTEÑA HOJALDRE X 22U,/PASTAS FRESCAS Y TAPAS/Tapas/,359.99,359.99,https://www.hiperlibertad.com.ar/tapas-empanadas-la-saltena-hojaldre-x-22u/p,96,437845
BOLSAS ZIPLOC MEDIANA X24UN,BOLSAS ZIPLOC MEDIANA X24UN,/Limpieza/Limpieza de Cocina/Bolsas y Film/,418.99,252.89,https://www.hiperlibertad.com.ar/bolsas-ziploc-mediana-x24un/p,245,437736
Yogur Firme Entero De Frutilla Yofrey 140Gr,Yogur Firme Entero De Frutilla Yofrey 140Gr,/Lácteos/Yogures/Firmes/,57.49,57.49,https://www.hiperlibertad.com.ar/yogur-firme-entero-de-frutilla-yofrey-140gr/p,40,436844
Budín de Limón x 160 Gr BUDIN LIMON CRISTAL X 160 GR,Budín de Limón x 160 Gr,/Almacén/Panificados/Elaboración Propia/,153.99,153.99,https://www.hiperlibertad.com.ar/budin-de-limon-x-160-gr/p,87,436840
Yogur Firme Entero De Dulce de Leche Yofrey 140Gr,Yogur Firme Entero De Dulce de Leche Yofrey 140Gr,/Lácteos/Yogures/Firmes/,57.49,57.49,https://www.hiperlibertad.com.ar/yogur-firme-entero-de-dulce-de-leche-yofrey-140gr/p,34,436836
ADES Soja + Jugo de Durazno 1 Lt,"AdeS es un Alimento de Semillas, ideal para un desayuno nutritivo. ¿Ya probaste AdeS Soja Natural, Soja con Sabores y AdeS Almendras? Ideales para cortar tu café, combinar con cereales o preparar licuados y recetas. ¡También los podés disfrutar listos para tomar!",/Bebidas/JUGOS/LISTOS PARA TOMAR/,206.99,206.99,https://www.hiperlibertad.com.ar/ades-soja-jugo-de-durazno-1-lt/p,7,436713
ADES Soja + Jugo de Naranja 1 Lt,"AdeS es un Alimento de Semillas, ideal para un desayuno nutritivo. ¿Ya probaste AdeS Soja Natural, Soja con Sabores y AdeS Almendras? Ideales para cortar tu café, combinar con cereales o preparar licuados y recetas. ¡También los podés disfrutar listos para tomar!",/Bebidas/JUGOS/LISTOS PARA TOMAR/,206.99,206.99,https://www.hiperlibertad.com.ar/ades-soja-jugo-de-naranja-1-lt/p,118,436208
