Nombre del producto,Descripcion,Categoria,Precio de lista,Precio con descuento,Link del producto,Stock,Sku (codigo de referencia)
Alimento para Gatos Whiskas Pescado 6Kg,Alimento para Gatos Whiskas Pescado 6Kg,/Mascotas/ALIMENTOS/GATOS/,3604.49,2457.59,https://www.hiperlibertad.com.ar/alimento-para-gatos-whiskas-pescado-6kg/p,137,451808
Galletas 9 De Oro Oblea 9 de Oro OBLEA 9 DE ORO CHOCOLATE 50GR,Galletas 9 De Oro Oblea 9 de Oro,/Almacén/Desayuno y Merienda/Galletitas dulces/,112.99,112.99,https://www.hiperlibertad.com.ar/oblea-9-de-oro-chocolate-50gr/p,7980,450794
OBLEA 9 DE ORO VAINILLA 50GR,OBLEA 9 DE ORO VAINILLA 50GR,/Almacén/Desayuno y Merienda/Galletitas dulces/,107.99,107.99,https://www.hiperlibertad.com.ar/oblea-9-de-oro-vainilla-50gr/p,5723,450793
LICUADORA PEABODY PE-LN1200 INOX LICUADORAP E-LN1200C INOX,"<div class=""innerContent"">
<p>La licuadora de pie Peabody PE-LN1200R tiene un cl&aacute;sico dise&ntilde;o en color rojo con jarra de vidrio de 1,5 litros de capacidad y gran resistencia. Asimismo, viene con tapa dosificador, que permite agregar ingredientes con el artefacto en funcionamiento. Por otro lado, gracias al exclusivo sistema Six Blade, sus cuchillas dentadas de acero inoxidable con 6 filos, te va a permitir un corte y procesado de alimentos en todas las direcciones. Tambi&eacute;n, su perilla tiene luz LED.</p>
</div>
<h3>Potencia</h3>
<div class=""innerContent"">
<p>Su motor de 1200W de potencia y sus 5 velocidades ayudan a brindar los mejores resultados a la hora de licuar y procesar alimentos.</p>
</div>
<p>&nbsp;</p>",/Electrodomésticos/PEQUEÑOS ELECTRODOMÉSTICOS/LICUADORAS/,19069.0,17069.0,https://www.hiperlibertad.com.ar/licuadora-peabody-pe-ln1200-inox/p,3,450560
PIMIENTA BLANCA LA CAMPAGNOLA X 25GR,PIMIENTA BLANCA LA CAMPAGNOLA X 25GR,"/Almacén/Sal, Pimienta y Especias/Pimienta/",147.49,147.49,https://www.hiperlibertad.com.ar/pimienta-blanca-la-campagnola-x-25gr/p,144,450549
Confites de chocolate Rocklets 40 Gr GRAGEAS ROCKLETS C/CHOC.  X40G,Confites de chocolate Rocklets 40 Gr,/Almacén/Golosinas y Chocolates/Caramelos y Chicles/,137.99,137.99,https://www.hiperlibertad.com.ar/confites-de-chocolate-rocklets-40-gr/p,395,450164
Acondicionador Tio Nacho Ultra Hidratante 200ml,Acondicionador Tio Nacho Ultra Hidratante 200ml,/Perfumería/Cuidado Capilar/Acondicionadores/,450.99,450.99,https://www.hiperlibertad.com.ar/acondicionador-tio-nacho-ultra-hidratante-200ml/p,22,446780
Manzana Orgánica Taeq en Bandeja x 920 Gr MANZANA TAEQ ORGANICA BAND.,Manzana Orgánica Taeq en Bandeja x 920 Gr,/Frutas y Verduras/Frutas/Frutas empaquetadas/,299.0,299.0,https://www.hiperlibertad.com.ar/manzana-organica-taeq-en-bandeja-x-920-gr/p,18,446742
"GASEOSA CUNNINGTON POMELO LIGHT X 2,25 Lts","GASEOSA CUNNINGTON POMELO LIGHT X 2,25 Lts",/Bebidas/GASEOSAS/POMELO/,177.49,177.49,https://www.hiperlibertad.com.ar/gaseosa-cunnington-pomelo-light-x-2-25-lts/p,409,445842
Cocina multigás Whirlpool WFB57DW 55 cm,Cocina multigás Whirlpool WFB57DW 55 cm - Características principales:* Marca: Whirlpool.* Modelo: WFB57DW.* Color: Blanco.* Tipo de producto: Cocina a gas.* Hornallas: 4.* Encendido: Manual.* Luz en el horno: Sí.* Válvula de seguridad (en el horno): Sí.* Doble vidrio: Sí.* Tipo de gas: Multigas.* Controles: Analógico.* Termostato: No.* Traba de seguridad: No.* Descongelamiento: No.* Spiedo: No.* Alto: 85 cm.* Ancho: 56 cm.* Profundidad: 60 cm.* Peso: 44.5 kg.* Importante: La conversión de gas natural a gas licuado debe ser realizada por un técnico matriculado y deberá seguir la instrucciones indicadas en el manual. Origen: Argentina.,/Electrodomésticos/COCINAS Y HORNOS/COCINAS/,128259.0,128259.0,https://www.hiperlibertad.com.ar/cocina-multigas-whirlpool-wfb57dw-55-cm/p,2,445204
OBLEAS TYM LIMON 100 GR,OBLEAS TYM LIMON 100 GR,/Almacén/Desayuno y Merienda/Galletitas dulces/,108.49,108.49,https://www.hiperlibertad.com.ar/obleas-tym-limon-100-gr/p,71,444864
OBLEAS TYM LIMON 50 GR,OBLEAS TYM LIMON 50 GR,/Almacén/Desayuno y Merienda/Galletitas dulces/,56.49,56.49,https://www.hiperlibertad.com.ar/obleas-tym-limon-50-gr/p,169,444788
OBLITA VAINI PACK 4UX50G GALLETAS OBLITA VAINILLA PACK 4U X 50 Gr,OBLITA VAINI PACK 4UX50G,/Almacén/Desayuno y Merienda/Galletitas dulces/,193.99,125.99,https://www.hiperlibertad.com.ar/oblita-vaini-pack-4ux50g/p,832,444160
Cerveza Hoppy Lager 730Cc,"Patagonia Hoppy Lager una cerveza Lager lupulada. Elaborada con la técnica de Dry Hopping en frío, se caracteriza por mayor presencia de lúpulo en aroma y sabor, sin aportarle mayor amargor, logrando una cerveza de gran tomabilidad, como toda cerveza Lager.",/Bebidas/CERVEZAS/RUBIA/,457.49,457.49,https://www.hiperlibertad.com.ar/cerveza-hoppy-lager-730cc/p,44,444158
Medallon de Legumbres Vegetalex Cong 300 grs,Medallon de Legumbres Vegetalex Cong 300 grs,/CONGELADOS/Comidas preparadas/,439.99,439.99,https://www.hiperlibertad.com.ar/medallon-de-legumbres-vegetalex-cong-300-grs/p,23,442021
CREMA DENTAL COLGATE MAX WHITE 90 GRS,CREMA DENTAL COLGATE MAX WHITE 90 GRS,/Perfumería/Cuidado Oral/Pastas Dentales/,317.49,317.49,https://www.hiperlibertad.com.ar/crema-dental-colgate-max-white-90-grs/p,132,441872
PLANCHITA ESSENTIAL CARE 210W,"Planchita de pelo Philips essential care classic 210W HP8401/40 - Características principales:<BR><BR>* Diseño: cuenta con un cable giratorio de 1,6 metros, que otorga libertad de movimiento y facilita el planchado. Además, su aro de goma para colgar te ofrece otra forma de guardado.<BR>* Tecnología: alcanza una temperatura profesional de 210°, para resultados más efectivos y posee una punta fría que te permite sujetar la planchita, facilitando la creación de rizos y ondas. Además, gracias a que sus placas están enriquecidas con queratina, tu cabello tendrá más brillo y estará protegido.<BR>* Placas: Con queratina.<BR>* Origen: China.",/Electrodomésticos/CUIDADO PERSONAL Y SALUD/PLANCHAS DE PELO/,6239.0,5199.0,https://www.hiperlibertad.com.ar/planchita-de-pelo-philips-essential-care-classic-210w-hp8401-40/p,14,441400
Rebozador Morixe 1Kg,Rebozador Morixe 1Kg,/Almacén/Panificados/Pan rallado y rebozadores/,250.49,250.49,https://www.hiperlibertad.com.ar/rebozador-morixe-1kg/p,59,440959
Limpiador CIF Gel 2 en 1 Original 500 ml,Limpiador CIF Gel 2 en 1 Original 500 ml,/Limpieza/Limpieza de Cocina/Limpiadores/,201.28,201.28,https://www.hiperlibertad.com.ar/limpiador-cif-gel-2-en-1-original-500-ml/p,51,440941
Queso Untable Adler Pic a Dip Cheddar y Bacon,Queso Untable Adler Pic a Dip Cheddar y Bacon,/QUESOS Y FIAMBRES/Quesos/Quesos untables/,319.99,319.99,https://www.hiperlibertad.com.ar/queso-untable-adler-pic-a-dip-cheddar-y-bacon/p,23,438763
PAÑALES ESTRELLA XXG 8U PANAL ESTRELLA XXG 8,PAÑALES ESTRELLA XXG 8U,/Bebés y Niños/PAÑALES Y TOALLITAS HÚMEDAS/PAÑALES/,488.99,488.99,https://www.hiperlibertad.com.ar/panales-estrella-xxg-8u/p,23,438726
GIFT CARD $1000,"Las Gift son v&aacute;lidas para realizar compras en todas las sucursales Hipermercado Libertad, en Mini y Petit Libertad. Son acumulables con las promociones vigentes&nbsp; y pueden combinarse con otros medios de pago. La Gift tienen una vigencia de 3 meses a partir de su compra. La tarjeta no tiene ning&uacute;n costo extra, s&oacute;lo el valor del cr&eacute;dito que tiene acreditado ($1.000, $3.000 &oacute; $5.000). No es canjeable por dinero en efectivo ni v&aacute;lida para el pago de cuentas, contrataci&oacute;n de seguros u otros servicios financieros. El robo &oacute; extrav&iacute;o es de responsabilidad exclusiva del portador. Reglamento de uso exhibido en Stand de Servicio al Cliente. Por consulta de saldo &oacute; reclamos llamar al 0810-666-2226 &nbsp;  &iquest;Est&aacute; habilitado para todos los productos? La GIFT es v&aacute;lida para abonar la compra de todos los productos en HIPER / MINI y PETIT y&nbsp; es combinable, con cualquier medio de pago. Adem&aacute;s acumula con todas las promos, es decir, aplica todas las promociones que hubiera vigentes. &iquest;Tienen fecha de vencimiento? Las Gift tienen una vigencia de 3 meses , a partir de su compra.   &nbsp;Beneficios:&nbsp;  Pueden adquirirse para regalar la opci&oacute;n&nbsp;de elegir los productos de preferencia, evitando regalar art&iacute;culos que no gustan &oacute; no son acordes para el consumo particular de cada uno. Recibir un voucher de valor monetario es altamente percibido en el contexto actual Si se pierden se denuncia y se anula el cr&eacute;dito, reclamando una nueva Son al portador, pueden regalarse a cualquier persona El saldo puede utilizarse en sucesivas compras, no es necesario que se utilice todo el saldo de la GIFT en una compra Puede usarse para comprar cualquier producto de nuestras tiendas, puede combinarse con otro medio de pago y es acumulable con cualquier descuento &oacute; promoci&oacute;n disponible. Pueden utilizarlas en todos los HIPERMERCADO, MINI y PETIT LIBERTAD del pa&iacute;s. Pueden recargarse",/Tecnología/INFORMÁTICA/,1000.0,1000.0,https://www.hiperlibertad.com.ar/gift-card-1000/p,67,437944
LIMPIADOR LIQUIDO PROCENEX VIDRIOS X 820 Ml,LIMPIADOR LIQUIDO PROCENEX VIDRIOS X 820 Ml,/Limpieza/Limpieza de Cocina/Limpiadores/,132.83,132.83,https://www.hiperlibertad.com.ar/limpiador-liquido-procenex-vidrios-x-820-ml/p,3,436906
ALIMENTO PARA GATOS CAT CHOW GATITO POLLO 85 GR C.CHOW GATIT POLLX85GR,C.CHOW GATIT POLLX85GR,/Mascotas/ALIMENTOS/GATOS/,160.49,160.49,https://www.hiperlibertad.com.ar/c-chow-gatit-pollx85gr/p,2,436122
PORTA CEPILLO DENTAL TAO X 1 U,PORTA CEPILLO DENTAL TAO X 1 U,/Perfumería/Cuidado Oral/Accesorios Bucales/,164.99,164.99,https://www.hiperlibertad.com.ar/porta-cepillo-dental-tao-x-1-u/p,31,435402
Hamburguesa Con Cebolla Paty 2 Un,Hamburguesa Con Cebolla Paty 2 Un,/CONGELADOS/Hamburguesas y milanesas/,499.99,499.99,https://www.hiperlibertad.com.ar/hamburguesa-con-cebolla-paty-2-un/p,91,434931
DENTASTIX PEDIGREE RAZAS PEQUEÑAS X 7 U,DENTASTIX PEDIGREE RAZAS PEQUEÑAS X 7 U,/Mascotas/ALIMENTOS/PERROS/,494.49,494.49,https://www.hiperlibertad.com.ar/dentastix-pedigree-razas-peque-as-x-7-u/p,149,434569
ALIMENTO PARA PERRO PEDIGREE DENTASTIX RAZA PEQUEÑA 1 UN,ALIMENTO PARA PERRO PEDIGREE DENTASTIX RAZA PEQUEÑA 1 UN,/Mascotas/ALIMENTOS/PERROS/,92.99,92.99,https://www.hiperlibertad.com.ar/alimento-para-perro-pedigree-dentastix-raza-pequena-1-un/p,541,434567
Super Acondicionador Dove Factor Nutrición 60 170 ml,"El rango de Super Acondicionadores Dove 1 minuto con Factor de Nutrición posee un mix potente con nutrientes activos, cuidadosamente dosificados para alcanzar todos los requerimientos nutricionales diarios del cabello para recuperarlo en solo 1 minuto.
Cuenta con nutrientes de penetración profunda que ayudan a restaurar la forma de la proteína y reforzar su estructura, reduciendo los síntomas del cabello dañado y protegiéndolo contra daños futuros. Dependiendo del tipo de daño y requisitos de nutrición diaria del cabello, equilibramos la combinación de estos ingredientes activos de nutrición para proporcionar diferentes niveles de acondicionamiento, dando como resultado los diferentes Factores de Nutrición. 
Los super acondicionadores Dove poseen además, un blend suavizante y humectante que repara los daños externos, brindando una sensación superior de suavidad. Las microsiliconas que componen el blend suavizante son muy importantes para un mejor acondicionamiento, manejabilidad, y reparación y prevención de daños superficiales. Envuelven la superficie del cabello con una película ultrafina para restaurar su barrera protectora, sin dejarlo pesado o pegajoso, haciendo que el cabello quede más alineado, flexible y liso.
El super acondicionador reparador Factor de Nutrición 60 está diseñado para cabellos expuestos a agresiones químicas tales como decoloración, coloración y alisado.                                                                                                                                                               Te recomendamos usarlo diariamente después del shampoo. Primero, aplícalo en la mitad del cabello hacia las puntas. Luego, dejá actuar por 1 minuto el super acondicionador. Por último, enjuaga con agua.",/Perfumería/Cuidado Capilar/Acondicionadores/,449.99,449.99,https://www.hiperlibertad.com.ar/super-acondicionador-dove-factor-nutricion-60-170-ml/p,333,434369
Shampoo Tío Nacho Aclarante Natural 200 ML,Shampoo Tío Nacho Aclarante Natural 200 ML,/Perfumería/Cuidado Capilar/Shampoo/,450.99,450.99,https://www.hiperlibertad.com.ar/shampoo-t-o-nacho-aclarante-natural-200-ml/p,10,433965
antitranspirante Roll-On DOVE Go Fresh Granada y verbena 50 ml,"La fragancia fresca de la Verbena es nuestro nuevo aroma del rango de Dove Go Fresh. Este desodorante antitranspirante Dove Granada y Verbena contiene ¼ de crema humectante que ayuda a la delicada piel de tus axilas a mantenerse suave y tersa.
 Si estás buscando un desodorante antitranspirante con 0% de alcohol, tienes suerte: este contiene 0% de alcohol que ayuda a reducir el riesgo de irritación.
Todos pasamos mucho tiempo en la rutina de cuidado de nuestra piel y nuestro cabello, pero es fácil olvidarse de las axilas. ¡Francamente, nuestras axilas se merecen un poco más! Buenas noticias: podes cuidar tus axilas todos los días utilizando el antitranspirante Dove, que ayuda a que tus axilas estén siempre suaves y humectadas De hecho, está comprobado que el 1/4 de crema humectante de nuestra fórmula te da una piel más suave y humectada solo después de tres días de uso*. 
Proba el antitranspirante Dove Granada y Verbena roll-on y sentí su refrescante aroma. Ideal para dar el primer paso por la mañana para sentirte fresca, revitalizada y cuidada. El antitranspirante Dove Go Fresh Granada y Verbena te protege desde la primera aplicación. Con 48 horas de protección antitranspirante junto al 1/4 de crema humectante característico de Dove, te ayuda a sentirte confiada para enfrentar el día.
 Para una mejor protección durante todo el día: después de la ducha, asegúrate que tus axilas estén completamente secas. Luego agita el envase para mezclar homogéneamente los ingredientes protectores y nutritivos. Finalmente, levanta tu brazo y aplicá el producto en tu axila. Si buscás más información, ingresá a Dove.com 
* No contiene alcohol etílico  **Basado en un testeo técnico en consumidora.",/Bebés y Niños/,244.99,244.99,https://www.hiperlibertad.com.ar/antitranspirante-roll-on-dove-go-fresh-granada-y-verbena-50-ml/p,50,433937
Hamburguesa Swift Casera Cong 2 un,Hamburguesa Swift Casera Cong 2 un,/CONGELADOS/Hamburguesas y milanesas/,579.99,579.99,https://www.hiperlibertad.com.ar/hamburguesa-swift-casera-cong-2-un/p,157,433927
Plancha seca Daewoo 1000W DI2316 PLANCHA SECA 2316 DAEWOO,Plancha seca Daewoo 1000W DI2316 - Características principales:* Marca: Daewoo.* Color: Blanco.* Tipo de producto: Plancha seca.* Potencia: 1000 W.* Base: Antiadherente.* Sistema de autolimpieza: No.* Rociador: No.* Vapor o seca: Seca.* Vapor vertical: No.* Origen: Indonesia.,/Electrodomésticos/HOGAR Y LIMPIEZA/PLANCHAS/,4790.0,3790.0,https://www.hiperlibertad.com.ar/plancha-seca-daewoo-1000w-di2316/p,8,433867
LICUADORA DAEWOO 9216 400W LICUADORA 9216 DAEWOO 400W,">
<div class=""innerContent"">
<p>La licuadora de pie Daewoo TB9216 tiene un moderno dise&ntilde;o que ofrece una jarra pl&aacute;stica de 1,25 litros. Adem&aacute;s, tiene cuchillas extra&iacute;bles ultra resistentes. A su vez, suma tapa con dosificador y soportes antideslizantes.</p>
</div>
<h3>Potencia</h3>
<div class=""innerContent"">
<p>Su potente motor de 400 watts licua alimentos en segundos. Cuenta con 5 velocidades.</p>
</div>
<p>&nbsp;</p>",/Electrodomésticos/PEQUEÑOS ELECTRODOMÉSTICOS/LICUADORAS/,7590.0,6999.0,https://www.hiperlibertad.com.ar/licuadora-daewoo-9216-400w/p,3,433863
Mini Budin Relleno de Dulce de Leche 9 de Oro  215 Gr,Mini Budin Relleno de Dulce de Leche 9 de Oro  215 Gr,"/Almacén/Desayuno y Merienda/Bizcochuelos, budines y magdalenas/",298.99,298.99,https://www.hiperlibertad.com.ar/mini-budin-relleno-de-dulce-de-leche-9-de-oro-215-gr/p,3,432058
SEVEN-UP S/AZ X 500ML,SEVEN-UP S/AZ X 500ML,/Bebidas/GASEOSAS/LIMÓN/,83.27,83.27,https://www.hiperlibertad.com.ar/seven-up-s-az-x-500ml/p,93,430909
Cerveza Andes Origen Rubia 473Cc x6,"Andes Origen Rubia es una cerveza de receta mendocina. Se recomienda servir en copa. Está hecha con pura malta tostada a fuego lento, que ofrece colores y texturas bien distintivas. Probalas, hay una rubia, una roja y una negra.",/Bebidas/CERVEZAS/RUBIA/,1336.49,1336.49,https://www.hiperlibertad.com.ar/cerveza-andes-origen-rubia-473cc-x6/p,144,430600
CERVEZA ANDES ORIGEN RUBIA X 473 CC,CERVEZA ANDES ORIGEN RUBIA X 473 CC,/Bebidas/CERVEZAS/RUBIA/,222.99,222.99,https://www.hiperlibertad.com.ar/cerveza-andes-origen-rubia-x-473-cc/p,39,430597
Bizcochuelo Aguila Torta 450 Gr,TORTA AGUILA 12X450 G,/Almacén/Para preparar/Bizcochuelos y Tortas/,279.99,279.99,https://www.hiperlibertad.com.ar/bizcochuelo-aguila-torta-450-gr/p,67,430529
Brownie Aguila 425 Gr BROWNIE AGUILA 12 X425 G,Brownie Aguila 425 Gr,/Almacén/Para preparar/Bizcochuelos y Tortas/,292.99,292.99,https://www.hiperlibertad.com.ar/brownie-aguila-425-gr/p,167,430527
Chicle Topline Ultra menta greenmint 12 u. CH HIROSHIMA MTA VER X24G,Chicle Topline Ultra menta greenmint 12 u.,/Almacén/Golosinas y Chocolates/Caramelos y Chicles/,220.99,220.99,https://www.hiperlibertad.com.ar/chicle-topline-ultra-menta-greenmint-12-u/p,17,429661
Gin Gordon's 700 cc,Gin Gordon's 700 cc,/Bebidas/Bebidas Blancas y Licores/Bebidas Blancas/,1959.99,1620.0,https://www.hiperlibertad.com.ar/gin-gordon-s-700-cc/p,31,428431
VINO FRAN CHARDONNAY x 750ml VINO FRAN NIETO SENETINER CHARDONNAY X 750 Ml,VINO FRAN CHARDONNAY x 750ml,/Bebidas/Vinos y Espumantes/Vino Blanco/,736.49,736.49,https://www.hiperlibertad.com.ar/v-fran-chard-750-cc/p,43,428430
VINO FRAN CABERNET SAUVIGNON X 750 Ml,VINO FRAN CABERNET SAUVIGNON x 750 ml,/Bebidas/Vinos y Espumantes/Vino Tinto/,736.49,736.49,https://www.hiperlibertad.com.ar/v-fran-cab-sauv-750-cc/p,26,428428
Paño Eco Max Gris,Paño Eco Max Gris,/Limpieza/Accesorios de Limpieza/Trapos de Piso/,248.99,248.99,https://www.hiperlibertad.com.ar/pa-o-eco-max-gris/p,41,423425
Trapo Piso Blanco Extra Grande,Trapo Piso Blanco Extra Grande,/Limpieza/Accesorios de Limpieza/Trapos de Piso/,465.99,465.99,https://www.hiperlibertad.com.ar/trapo-piso-blanco-extra-grande/p,58,423423
Chocolate Milka leche 55 Gr,Chocolate Milka leche 55 Gr,/Almacén/Golosinas y Chocolates/Chocolates/,220.49,220.49,https://www.hiperlibertad.com.ar/chocolate-milka-leche-55-gr/p,188,423183
SOBRE EXTRA DE ALBAHACA,SOBRE EXTRA DE ALBAHACA,/Aire Libre y Jardín/CUIDADO DEL JARDÍN/PLANTAS Y JARDINERÍA/,459.0,459.0,https://www.hiperlibertad.com.ar/sobre-extra-de-albahaca/p,10,423075
PEPAS CHOCOLATE 250GR,PEPAS CHOCOLATE 250GR,/Almacén/Panificados/Elaboración Propia/,339.99,339.99,https://www.hiperlibertad.com.ar/pepas-chocolate-250gr/p,18,422804
Polvo Lavavajilla Sun 1 Kg,"SUN POLVO LAVAVAJILLAS para máquinas lavavajillas es la solución perfecta para la remoción de manchas difíciles y prevención del sarro. La formulación ayuda a prevenir la deposición de una lámina de sales insolubles en la superficie de la vajilla, causada por aguas duras, y “captura” los iones de calcio para que no se adhieran a la superficie. Contiene surfactantes que disuelven las manchas de grasa y previenen la formación de manchas en la vajilla durante el proceso de secado. Contiene otros agentes de limpieza que permiten limpiar suciedades a base de almidón (arroz, papas, pasta, etc.) y suciedades a base de proteínas (huevo, leche, queso, etc.)
Contiene agentes que ayudan a: proteger superficies delicadas, tales como plata, vidrio y aluminio. SUN POLVO LAVAVAJILLAS cuida la vajilla de vidrio de la corrosión y además, evita que las superficies de plata se oxiden tomando un color oscuro.
Por último, contiene perfume para cubrir cualquier mal olor durante el proceso y fin de lavado.
Para una limpieza completa, Sun Polvo para Máquinas lavavajillas debe ser acompañado de Sun Sal regeneradora (en el caso de aguas duras) y Sun Abrillantador que ayuda a ablandar el agua, optimizando los resultados. Información complementaria: mantenga fuera del alcance de los niños y animales domésticos. Evite el contacto prolongado con la piel. Después de utilizar este producto, lave y seque las manos. En caso de contacto con ojos y/o piel, lave inmediatamente con abundante agua. En caso de ingestión, no provoque el vómito y consulte inmediatamente al Centro Nacional de Intoxicaciones o al Médico llevando el envase o rótulo del producto.",/Limpieza/Limpieza de Cocina/Jabón Lavavajillas/,868.99,578.99,https://www.hiperlibertad.com.ar/polvo-lavavajilla-sun-1-kg/p,1332,421637
SHAMPOO HERBAL BIO ROSEMARY 400ML SH.HERBAL BIO ROSEMARY 400ML,El shampoo Herbal Essences Rosemary & Herbs  se ha elaborado especialmente a partir de ingredientes inspirados en la naturaleza para promover el crecimiento del cabello y contiene una fórmula sin siliconas que no apelmaza. Este shampoo limpia y humecta el cabello.,/Perfumería/Cuidado Capilar/Shampoo/,929.49,929.49,https://www.hiperlibertad.com.ar/shampoo-herbal-bio-rosemary-400ml/p,33,420720
Mozzarella Doña Aurora 250Gr MOZZARELLA DO�A AURORA X 250G,Mozzarella Doña Aurora 250Gr,/QUESOS Y FIAMBRES/Quesos/Quesos semiduros/,399.99,399.99,https://www.hiperlibertad.com.ar/mozzarella-dona-aurora-250gr/p,10,420035
Rebozador Natural Sur X 500 Gr,Rebozador Natural Sur X 500 Gr,/Almacén/Harinas/Premezclas/,228.99,228.99,https://www.hiperlibertad.com.ar/rebozador-natural-sur-x-500-gr/p,17,418926
Tapas Para Pascualinas La Salteña 2 U Sin Tacc,Tapas Para Pascualinas La Salteña 2 U Sin Tacc,/PASTAS FRESCAS Y TAPAS/Tapas/,419.99,419.99,https://www.hiperlibertad.com.ar/tapas-para-pascualinas-la-saltena-2-u-sin-tacc/p,3,412270
Oblea Kit Kat® Dark x41.5gr,Oblea Kit Kat® Dark x41.5gr,/Almacén/Golosinas y Chocolates/Chocolates/,196.99,106.2,https://www.hiperlibertad.com.ar/oblea-kit-kat-dark-x41-5gr/p,1734,411927
REP JAB LIQ PALM RELAX 200ML,"Jabón Líquido Palmolive Relaxed Repuesto 200 ML   ""Para una sensación de bienestar para su mente y cuerpoBeneficios:-Palmolive® Aromatherapy Feel Relaxed tiene aceites esenciales de lavanda combinadas con propiedades del ylang-ylang-Combina ingredientes naturales en su fórmula que suavizan la piel y estimulan los sentidos, proporcionando una sensación de calma y tranquilidadModo de uso: Aplicar jabón líquido para manos Palmolive®, lavar y enjuagarIngredientes: La fórmula de jabón Palmolive® Aroma Feel Relaxed tiene aceites esenciales de lavanda combinadas con propiedades del ylang-ylang, cuyo nombre significa """"flor de las flores"""". El ylang-ylang ayuda a equilibrar la humedad de la piel y reducir la grasaPrecauciones: Mantener fuera del alcance de los niños. Evitar el contacto con los ojos. Discontinuar su uso si pecibe irritación o sensibilidad en la piel y consultar a un médico. No usar en niños menores de 3 años. Este producto puede ser irritante si no se usa según las instrucciones de uso""",/Perfumería/Cuidado Personal/Jabones/,214.49,214.49,https://www.hiperlibertad.com.ar/jab-n-l-quido-palmolive-relaxed-repuesto-200-ml/p,220,411914
BARRA DE CEREALES ZAFRÁN ALMENDRAS Y COCO 3UN,BARRA ALM Y COCO ZAFR?N X3.-,/Almacén/Desayuno y Merienda/Cereales/,349.99,349.99,https://www.hiperlibertad.com.ar/barra-de-cereales-zafran-almendras-y-coco-3un/p,50,411610
Insecticida Aerosol Casa Y Jardin Multinsectos Baygon 300Cc,Insecticida Aerosol Casa Y Jardin Multinsectos Baygon 300Cc,/Limpieza/Insecticidas/Aerosoles/,240.99,240.99,https://www.hiperlibertad.com.ar/insecticida-aerosol-casa-y-jardin-multinsectos-baygon-300cc/p,168,411402
Esponja GO! Max Multiuso,"Evita la acumulación de bacterias gracias a su componente Antibacterial, obteniendo como consecuencia un producto más sano y duradero.",/Limpieza/Accesorios de Limpieza/Esponjas y Guantes/,59.99,59.99,https://www.hiperlibertad.com.ar/esponja-go-max-multiuso/p,35,411321
Esponja GO! Power Protege uñas,Posee una fibra de alta durabilidad ideal para limpiar todo tipo de vajillas. Posee canales laterales que permiten el cuidado de sus uñas protegiéndolas del roce. Su factor antibacterial alarga su vida útil manteniéndola libre de gérmenes por mucho mas tiempo que el resto de las esponjas.,/Limpieza/Accesorios de Limpieza/Esponjas y Guantes/,79.99,79.99,https://www.hiperlibertad.com.ar/esponja-go-power-protege-unas/p,21,411319
Aperitivo Rosso Martini 1 Lt MARTINI ROSSO 1000 ML,Aperitivo Rosso Martini 1 Lt,/Bebidas/APERITIVOS/CON ALCOHOL/,495.99,495.99,https://www.hiperlibertad.com.ar/aperitivo-rosso-martini-1-lt/p,163,410666
Medallon de carne La Blanca Cong 4 un,Medallon de carne La Blanca Cong 4 un,/CONGELADOS/Hamburguesas y milanesas/,296.99,296.99,https://www.hiperlibertad.com.ar/medallon-de-carne-la-blanca-cong-4-un/p,23,409869
Quitamanchas Ayudin Ultra Doypack 450 Gr,Quitamanchas Ayudin Ultra Doypack 450 Gr,/Limpieza/Cuidado de la Ropa/Quitamanchas/,609.49,609.49,https://www.hiperlibertad.com.ar/quitamanchas-ayudin-ultra-doypack-450-gr-2/p,117,409770
Secador doble goma 40 cms La Gauchita,Secador Secamax Doble Goma,/Limpieza/Accesorios de Limpieza/Escobas y Escobillones/,449.99,449.99,https://www.hiperlibertad.com.ar/secador-doble-goma-40-cms-la-gauchita/p,2,408568
Repelente para mosquitos en aerosol Fuyí 165 Cc,Repelente para mosquitos en aerosol Fuyí 165 Cc,/Limpieza/Insecticidas/Repelentes/,185.99,185.99,https://www.hiperlibertad.com.ar/repelente-para-mosquitos-en-aerosol-fuyi-165-cc/p,283,407310
Insecticida Aerosol Mata Moscas/Mosquitos Baygon 300 Cc,Insecticida Aerosol Mata Moscas/Mosquitos Baygon 300 Cc,/Limpieza/Insecticidas/Aerosoles/,204.49,204.49,https://www.hiperlibertad.com.ar/insecticida-aerosol-mata-moscas-mosquitos-baygon-300-cc/p,142,407308
